,index,Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Executive Gender,Executive Ethnicity,County,Neighborhood,SIC Code 1,SIC Code 1 Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Employee Size Actual,Location Sales Volume Range,Location Sales Volume Actual,Type of Business,Location Type,Square Footage,Credit Score Alpha,Credit Score Numeric ,Rent Expenses,Latitude,Longitude,Record Type,Rent per Square Foot
3533,5358,Tremont Corp,Gordon T,Johnson,1508 Tremont St,Roxbury,MA,2120,Male,Western Europe,Suffolk,Mission Hill,581220,Restaurant Management,722310,Food Service Contractors,20 to 49,45,$2.5-5 Million,"$3,360,000",Private,Single Loc,29999.5,A,93,175000.0,42.332137,-71.099532,Verified,5.83
3534,5359,Tremont Family Dentistry,Seema,Jacob,951 Tremont St,Roxbury,MA,2120,Female,African American,Suffolk,Lower Roxbury,802101,Dentists,621210,Offices Of Dentists,5 to 9,7,$1-2.5 Million,"$1,103,000",Private,Single Loc,1999.5,A,91,75000.0,42.337944,-71.08336,Verified,37.51
3535,5360,Trendy Hair Studio,,,1409 Dorchester Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,723106,Beauty Salons,812112,Beauty Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,86,5000.0,42.303033,-71.059667,Verified,2.5
3536,5361,Tri Construction Co,Francis,Fasoli,320 Adams St,Dorchester,MA,2122,Male,Mediterranean,Suffolk,Fields Corner East,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,8,$2.5-5 Million,"$4,777,000",Private,Single Loc,1999.5,B+,88,17500.0,42.298578000000006,-71.056882,Verified,8.75
3537,5362,Tri Hair Studio,Tristan,Pham,1157 Dorchester Ave,Dorchester,MA,2125,Male,Far Eastern,Suffolk,Columbia Point,723106,Beauty Salons,812112,Beauty Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,C,73,5000.0,42.311226,-71.058112,Verified,2.5
3538,5363,Tri Seafood Market Corp,Nhu T,Ho,1504b Dorchester Ave,Dorchester,MA,2122,Female,Far Eastern,Suffolk,Fields Corner East,542101,Seafood-Retail,445220,Fish & Seafood Markets,1 to 4,3,"$500,000-1 Million","$750,000",Private,Single Loc,1999.5,C+,75,17500.0,42.299377,-71.060221,Verified,8.75
3539,5364,Tri Seafood Ocean Restaurant,Tri,Pham,1616 Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,St. Marks,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,1999.5,B+,88,37500.0,42.295396000000004,-71.061389,Verified,18.75
3540,5365,Tri-Js' Hse-Barbering-Hair,Hao,Ngo,261 Adams St,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Fields Corner East,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,750.0,B+,86,5000.0,42.300189,-71.059184,Verified,6.67
3541,5366,Triangle Pastries,,,1420 Tremont St,Roxbury,MA,2120,,Uncoded,Suffolk,Mission Hill,546102,Bakers-Retail,311811,Retail Bakeries,5 to 9,6,"Less Than $500,000","$412,000",Private,Single Loc,7499.5,C,73,17500.0,42.331419,-71.095961,Verified,2.33
3542,5367,Triangle Services,,,500 Terminal E,East Boston,MA,2128,,Uncoded,Suffolk,,874498,Facilities Support Management Services,561210,Facilities Support Services,10 to 19,10,"$500,000-1 Million","$687,000",Private,Branch,69999.5,A,91,500000.0,42.369921000000005,-71.019449,Verified,7.14
3543,5371,Trimitsis Woodworking,,,19 Sumner St,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,243102,Millwork (Mfrs),321918,Other Millwork (Including Flooring),1 to 4,4,"Less Than $500,000","$403,000",Private,Single Loc,3749.5,B+,88,17500.0,42.319354,-71.061636,Verified,4.67
3544,5372,Trincity Cuisine,Rachel E,Silveira,340 Washington St,Dorchester,MA,2121,Female,Hispanic,Suffolk,Bowdoin North-Mount Bowdoin,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,1999.5,A,90,37500.0,42.299597,-71.073645,Verified,18.75
3545,5374,Trinity East Boston LP,,,60 Sumner St,East Boston,MA,2128,,Uncoded,Suffolk,Central Maverick Square-Paris Street,651303,Apartments,531110,Lessors Of Residential Buildings & Dwellings,5 to 9,5,$2.5-5 Million,"$4,619,000",Private,Single Loc,14999.5,B+,89,75000.0,42.370447,-71.042783,Verified,5.0
3546,5375,Trinity Green Investments,,,307 Bowdoin St,Dorchester,MA,2122,,Uncoded,Suffolk,,621111,Investments,523910,Miscellaneous Intermediation,10 to 19,12,$10-20 Million,"$11,304,000",Private,Single Loc,29999.5,B,83,37500.0,42.307255,-71.065403,Verified,1.25
3547,5376,Triple A Auto Tech,,,1271 Dorchester Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,B,80,5000.0,42.307424,-71.058842,Verified,2.5
3548,5378,Tropical Foods,Ron,Garry,450 Melnea Cass Blvd,Roxbury,MA,2119,Male,Western Europe,Suffolk,,514101,Food Products (Whls),424420,Packaged Frozen Food Merchant Wholesalers,50 to 99,70,$100-500 Million,"$142,204,000",Private,Single Loc,69999.5,A+,96,175000.0,42.333246,-71.082348,Verified,2.5
3549,5379,Tropical Island,Miguel,Roman,148 Bowdoin St,Dorchester,MA,2122,Male,Hispanic,Suffolk,Bowdoin North-Mount Bowdoin,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,6,"Less Than $500,000","$448,000",Private,Single Loc,1999.5,A,91,5000.0,42.308134,-71.065016,Verified,2.5
3550,5380,Troung Thinh 2,Joseph,Pham,1305 Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Meeting House Hill,541101,Food Markets,445110,Supermarkets/Other Grocery (Exc Convenience) Strs,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,1999.5,B,83,5000.0,42.306175,-71.05905,Verified,2.5
3551,5382,Truant Construction LLC,,,25 Hummingbird Ln,Mattapan,MA,2126,,Uncoded,Suffolk,,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,B,80,5000.0,42.271854,-71.072479,Verified,2.5
3552,5383,True Cleaners,Letitia,Mcneil,57 Woodford St,Dorchester,MA,2125,Female,African American,Suffolk,,721201,Cleaners,812320,Drycleaning & Laundry Svcs (Except Coin-Operated),1 to 4,2,"Less Than $500,000","$120,000",Private,Single Loc,1999.5,C+,76,5000.0,42.318025,-71.071072,Verified,2.5
3553,5385,Tsr Inc,,,239 Sumner St,East Boston,MA,2128,,Uncoded,Suffolk,Jeffries Point,737103,Computers-System Designers & Consultants,541511,Custom Computer Programming Services,10 to 19,10,$1-2.5 Million,"$1,774,000",Private,Single Loc,14999.5,B,84,75000.0,42.368053,-71.03872,Verified,5.0
3554,5386,Tuckered Mutts,Paul,Moore,19 Hallam St,Dorchester,MA,2125,Male,Western Europe,Suffolk,,75210,Pet Services,812910,Pet Care (Except Veterinary) Services,10 to 19,11,"$500,000-1 Million","$609,000",Private,Single Loc,3749.5,A,91,17500.0,42.31409,-71.055779,Verified,4.67
3555,5387,Tufts Convenience,,,149 Stoughton St,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,541103,Convenience Stores,445120,Convenience Stores,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,750.0,C+,75,5000.0,42.314643,-71.060227,Verified,6.67
3556,5388,Tug Boston Airport Shop,,,230 William F Mcclellan Hwy,East Boston,MA,2128,,Uncoded,Suffolk,Harbor View-Orient Heights,458118,Airport Services,488119,Other Airport Operations,20 to 49,35,$5-10 Million,"$6,208,000",Private,Single Loc,100000.0,B,83,375000.0,42.388637,-71.016224,Verified,3.75
3557,5389,Tulio's Home Improvement,Antulio,Gelista,276 Lexington St,East Boston,MA,2128,Male,Uncoded,Suffolk,Eagle Hill,152105,Home Improvements,236118,Residential Remodelers,1 to 4,3,$1-2.5 Million,"$1,792,000",Private,Single Loc,750.0,C,73,5000.0,42.380759000000005,-71.029881,Verified,6.67
3558,5390,Tulip Nails,,,408 Neponset Ave # A,Dorchester,MA,2122,,,Suffolk,Neponset,723102,Manicuring,812113,Nail Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,89,5000.0,42.286457,-71.043621,Verified,2.5
3559,5391,Tulip's Nail Salon,,,408 Neponset Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Neponset,723102,Manicuring,812113,Nail Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,85,5000.0,42.286457,-71.043621,Verified,2.5
3560,5392,Turkish Airlines,,,500 Terminal E,East Boston,MA,2128,,Uncoded,Suffolk,,451201,Airline Companies,481111,Scheduled Passenger Air Transportation,20 to 49,21,$10-20 Million,"$17,295,000",Private,Single Loc,100000.0,B+,85,375000.0,42.369921000000005,-71.019449,Verified,3.75
3561,5393,Turner Furniture,,,2831 Washington St,Roxbury,MA,2119,,Uncoded,Suffolk,Highland Park,571216,Furniture-Dealers-Retail,442110,Furniture Stores,1 to 4,3,"$500,000-1 Million","$928,000",Private,Single Loc,3749.5,B,83,17500.0,42.321214000000005,-71.09288000000001,Verified,4.67
3562,5395,Tutti Frutti,Maria E,Chavez,384 Chelsea St,East Boston,MA,2128,Female,Hispanic,Suffolk,Central Maverick Square-Paris Street,581203,Ice Cream Parlors,722515,Snack & Nonalcoholic Beverage Bars,5 to 9,9,"$500,000-1 Million","$672,000",Private,Single Loc,1999.5,B+,88,5000.0,42.379396,-71.02799499999999,Verified,2.5
3563,5397,Tuxedo Rental & Cstm Made,Kyong S,Papp,54 Victory Rd,Dorchester,MA,2122,Female,Eastern European,Suffolk,Fields Corner East,729908,Formal Wear-Rental,532281,Formal Wear & Costume Rental,1 to 4,3,"Less Than $500,000","$161,000",Private,Single Loc,750.0,C+,76,5000.0,42.296114,-71.05326,Verified,6.67
3564,5400,Twelfth Baptist Pre-School,Eulah,Rodgers,160 Warren St,Roxbury,MA,2119,Female,Western Europe,Suffolk,Sav-Mor,835106,Childrens After School Programs,624410,Child Day Care Services,5 to 9,6,"Less Than $500,000","$178,000",Private,Single Loc,3749.5,A,93,5000.0,42.325363,-71.08289,Verified,1.33
3565,5401,Twelve Ben's Inc,Mary,Mannion,315 Adams St,Dorchester,MA,2122,Female,Western Europe,Suffolk,Fields Corner East,581301,Bars,722410,Drinking Places Alcoholic Beverages,5 to 9,5,"Less Than $500,000","$352,000",Private,Single Loc,3749.5,A,90,17500.0,42.298623,-71.05758,Verified,4.67
3566,5402,Twenty One Plus Smoke Shop Inc,Francisco,Marte,144 Bowdoin St,Dorchester,MA,2122,Male,Hispanic,Suffolk,Bowdoin North-Mount Bowdoin,599301,Cigar Cigarette & Tobacco Dealers-Retail,453991,Tobacco Stores,1 to 4,2,"$500,000-1 Million","$829,000",Private,Single Loc,3749.5,C,71,37500.0,42.308134,-71.065016,Verified,10.0
3567,5403,Two Sisters Antiques & Clctbls,,,512 Sumner St,East Boston,MA,2128,,Uncoded,Suffolk,,593202,Antiques-Dealers,453310,Used Merchandise Stores,1 to 4,2,"$500,000-1 Million","$849,000",Private,Single Loc,1999.5,B,83,5000.0,42.364938,-71.03024,Verified,2.5
3568,5411,Ugi's Subs,Anthonio,Montes,68 Warren St,Roxbury,MA,2119,Male,Hispanic,Suffolk,Sav-Mor,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,7,"$500,000-1 Million","$523,000",Private,Single Loc,1999.5,A,93,17500.0,42.328404,-71.083079,Verified,8.75
3569,5412,Ultimate Doors,,,61 Wales St,Dorchester,MA,2124,,Uncoded,Suffolk,,179977,Contractors,238990,All Other Specialty Trade Contractors,1 to 4,1,"Less Than $500,000","$237,000",Private,Single Loc,750.0,U,68,5000.0,42.295316,-71.084253,Verified,6.67
3570,5413,Ultra Garage Door Svc,,,528 Washington St,Dorchester,MA,2124,,Uncoded,Suffolk,Fields Corner West,521101,Doors-Garage,444190,Other Building Material Dealers,5 to 9,5,$1-2.5 Million,"$2,397,000",Private,Single Loc,14999.5,B,81,37500.0,42.29326,-71.071505,Verified,2.5
3571,5415,Umass Boston Sodexho Food,,,100 William T Morrissey Blvd,Dorchester,MA,2125,,,Suffolk,Columbia Point,581212,Caterers,722320,Caterers,50 to 99,70,$5-10 Million,"$5,226,000",Private,Branch,100000.0,A+,96,375000.0,42.316276,-71.048198,Verified,3.75
3572,5417,Umbro & Sons Construction Inc,Paul N,Umbro,44 Reading St,Roxbury,MA,2119,Male,Mediterranean,Suffolk,Lower Roxbury,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),20 to 49,28,$10-20 Million,"$16,719,000",Private,Single Loc,29999.5,A,93,175000.0,42.33126,-71.07332199999999,Verified,5.83
3573,5418,Unchained Pizza,,,960 William T Morrissey Blvd,Dorchester,MA,2122,,Uncoded,Suffolk,Neponset,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,7499.5,B+,88,5000.0,42.291707,-71.04686099999999,Verified,0.67
3574,5419,UNDERGROUNDHIPHOP.COM,Adam,Walder,67 Kemble St # 1,Roxbury,MA,2119,Male,Western Europe,Suffolk,,573501,Records Tapes & Compact Discs-Retail,443142,Electronic Stores,1 to 4,3,$1-2.5 Million,"$1,098,000",Private,Single Loc,3749.5,B,84,17500.0,42.328351,-71.07240300000001,Verified,4.67
3575,5420,Underwood Auto & Body Svc Inc,George,Okye,5 Rhoades St,Dorchester,MA,2124,Male,African American,Suffolk,Franklin Field South,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,1,"Less Than $500,000","$135,000",Private,Single Loc,750.0,B,83,5000.0,42.285216999999996,-71.091761,Verified,6.67
3576,5421,Unerectors Inc,Steven M,Collins,82 Crescent Ave,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,871206,Architectural & Constr Specifications,541310,Architectural Services,10 to 19,10,$1-2.5 Million,"$2,019,000",Private,Single Loc,14999.5,A,92,75000.0,42.31958,-71.053196,Verified,5.0
3577,5422,Unidet Auto Repair,Virma,Suarez,109 Norfolk St,Dorchester,MA,2124,Female,Hispanic,Suffolk,Codman Square-East Codman Hill,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,750.0,B,83,17500.0,42.288507,-71.076461,Verified,23.33
3578,5423,Unique Automotive,,,,Dorchester,MA,2122,,Uncoded,Suffolk,,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,750.0,B,83,5000.0,42.296991,-71.05770600000001,Verified,6.67
3579,5424,Unique Creations Hair Salons,,,663 Morton St,Mattapan,MA,2126,,Uncoded,Suffolk,Wellington Hill,723106,Beauty Salons,812112,Beauty Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,88,5000.0,42.285206,-71.09330600000001,Verified,2.5
3580,5425,Unique Cuts,,,67 River St,Mattapan,MA,2126,,Uncoded,Suffolk,West Codman Hill-West Lower Mills,724101,Barbers,812111,Barber Shops,1 to 4,3,"Less Than $500,000","$111,000",Private,Single Loc,750.0,B+,86,5000.0,42.271757,-71.07333100000001,Verified,6.67
3581,5426,United Caribbean American Assn,Suzette,Monroe,24 Owencroft Rd,Dorchester,MA,2124,Female,Western Europe,Suffolk,Ashmont,861102,Associations,813910,Business Associations,5 to 9,6,,$0,Private,Single Loc,3749.5,I,78,17500.0,42.280037,-71.069441,Verified,4.67
3582,5430,United Garage Doors In Drchstr,,,15 Bay St,Dorchester,MA,2125,,Uncoded,Suffolk,Columbia Point,521101,Doors-Garage,444190,Other Building Material Dealers,5 to 9,5,$1-2.5 Million,"$2,397,000",Private,Single Loc,14999.5,B,81,37500.0,42.311105,-71.05677,Closed/Out of Business,2.5
3583,5432,United Homes,,,2 Mills St,Roxbury,MA,2119,,Uncoded,Suffolk,Washington Park,152112,Home Builders,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),1 to 4,2,$1-2.5 Million,"$1,195,000",Private,Single Loc,750.0,C+,76,5000.0,42.321512,-71.08323299999999,Verified,6.67
3584,5434,United Homes For Children,,,83 Dakota St,Dorchester,MA,2124,,Uncoded,Suffolk,Fields Corner West,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,7499.5,I,85,17500.0,42.299397,-71.06918,Verified,2.33
3585,5435,United Homes For Children,Jestina,Richardson,90 Cushing Ave,Dorchester,MA,2125,Female,Western Europe,Suffolk,Uphams Corner-Jones Hill,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,10 to 19,13,"$500,000-1 Million","$858,000",Private,Single Loc,29999.5,I,88,17500.0,42.314075,-71.063576,Verified,0.58
3586,5436,United Homes For Children,,,9 Codman Park,Roxbury,MA,2119,,Uncoded,Suffolk,Washington Park,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,1 to 4,3,"Less Than $500,000","$198,000",Private,Single Loc,3749.5,I,81,5000.0,42.320157,-71.093099,Verified,1.33
3587,5438,United Housing Management,,,147 Moreland St,Roxbury,MA,2119,,Uncoded,Suffolk,Dudley-Brunswick King,874130,Management Services,561110,Office Administrative Services,5 to 9,5,$1-2.5 Million,"$1,363,000",Private,Single Loc,14999.5,B,81,17500.0,42.321949,-71.074474,Verified,1.17
3588,5439,United Housing Management LLC,Cathy,Draine,530 Warren St,Dorchester,MA,2121,Female,Western Europe,Suffolk,Sav-Mor,653108,Real Estate Management,531210,Offices Of Real Estate Agents & Brokers,20 to 49,44,$5-10 Million,"$8,045,000",Private,Single Loc,69999.5,A,90,175000.0,42.313457,-71.083411,Verified,2.5
3589,5440,United Neighbors-Lower Roxbury,William M,Singleton,90 Windsor St,Roxbury,MA,2120,Male,Western Europe,Suffolk,Lower Roxbury,832229,Community Services,624190,Other Individual & Family Services,5 to 9,8,"$500,000-1 Million","$528,000",Private,Single Loc,3749.5,I,80,17500.0,42.335378000000006,-71.08513,Verified,4.67
3590,5441,United Planet,Dave,Santulli,256 Marginal St # 1,East Boston,MA,2128,Male,Mediterranean,Suffolk,Jeffries Point,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,10 to 19,12,,$0,Private,Single Loc,29999.5,A,90,175000.0,42.364237,-71.032551,Verified,5.83
3591,5442,United Somali Youth,Said,Ahmed,70 Warren St # 2,Roxbury,MA,2119,Male,Middle Eastern,Suffolk,Sav-Mor,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,1 to 4,4,,$0,Private,Single Loc,1999.5,C+,76,37500.0,42.327662,-71.082973,Verified,18.75
3592,5443,Unitransfer USA Inc,Jean,Charles,1612 Blue Hill Ave,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,609910,Money Transfer Service,522320,"Financial Trnsctns Procng, Reserve/Clrnghs Actvts",5 to 9,5,$2.5-5 Million,"$3,218,000",Private,Single Loc,7499.5,B,84,75000.0,42.268947,-71.093361,Verified,10.0
3593,5447,Universal Salon,Miguelina,Morillo,451 Geneva Ave,Dorchester,MA,2122,Female,Hispanic,Suffolk,Fields Corner West,723106,Beauty Salons,812112,Beauty Salons,1 to 4,2,"Less Than $500,000","$114,000",Private,Single Loc,750.0,B+,86,5000.0,42.299983000000005,-71.06599399999999,Verified,6.67
3594,5448,Universal-Susi Auto Body,Robert,Susi,53 Freeport St,Dorchester,MA,2122,Male,Pacific Islander,Suffolk,Meeting House Hill,753201,Automobile Body-Repairing & Painting,811121,"Automotive Body, Paint & Interior Repair/Maint",50 to 99,75,$10-20 Million,"$12,370,000",Private,Single Loc,69999.5,A+,98,375000.0,42.30644,-71.057634,Verified,5.36
3595,5450,University Health Svc,Donna Marie,Hanson,100 William T Morrissey Blv #2,Dorchester,MA,2125,Female,Western Europe,Suffolk,Columbia Point,801101,Physicians & Surgeons,621111,Offices Of Physicians (Exc Mental Health Specs),5 to 9,6,$1-2.5 Million,"$1,868,000",Private,Single Loc,3749.5,B+,86,17500.0,42.314279,-71.039873,Verified,4.67
3596,5453,Unlimited Pcs,John,Yi,1492 Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Fields Corner East,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),1 to 4,3,$2.5-5 Million,"$3,762,000",Private,Single Loc,1999.5,B,80,37500.0,42.299857,-71.060061,Verified,18.75
3597,5454,Unlimited Pcs,,,1441 Tremont St,Roxbury,MA,2120,,Uncoded,Suffolk,Mission Hill,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),1 to 4,2,$2.5-5 Million,"$2,508,000",Private,Single Loc,3749.5,C,70,175000.0,42.331922,-71.09662900000001,Verified,46.67
3598,5455,Unlimited Pcs,,,3064 Washington St,Roxbury,MA,2119,,Uncoded,Suffolk,Egleston Square,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),1 to 4,2,$2.5-5 Million,"$2,508,000",Private,Single Loc,3749.5,C+,76,175000.0,42.315822,-71.09796700000001,Verified,46.67
3599,5456,Unlimited Pcs Dorchester,Josh,Kwon,516 Gallivan Blvd,Dorchester,MA,2124,Male,Far Eastern,Suffolk,Neponset,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),1 to 4,2,$2.5-5 Million,"$2,508,000",Private,Single Loc,1999.5,C+,76,175000.0,42.282851,-71.055601,Verified,87.52
3600,5457,Unm Educational Community Ctr,,,1613 Blue Hill Ave,Mattapan,MA,2126,,Uncoded,Suffolk,Mattapan Square,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,14999.5,I,76,17500.0,42.26897,-71.094207,Verified,1.17
3601,5460,Upham House Of Pizza,George,Pappas,566 Columbia Rd # A,Dorchester,MA,2125,Male,Mediterranean,Suffolk,Uphams Corner-Jones Hill,581222,Pizza,722511,Full-Service Restaurants,1 to 4,4,"Less Than $500,000","$299,000",Private,Single Loc,750.0,A,91,17500.0,42.316565000000004,-71.066098,Verified,23.33
3602,5461,Upham's Corner Health,Jagdeep,Trivedi,415 Columbia Rd,Dorchester,MA,2125,,South Asian,Suffolk,Uphams Corner-Jones Hill,809907,Health Services,621999,All Other Misc Ambulatory Health Care Services,10 to 19,10,$1-2.5 Million,"$2,172,000",Private,Single Loc,69999.5,B+,89,75000.0,42.311927000000004,-71.068658,Verified,1.07
